,name,price,discount,rating,bank,total_review
796,ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,"₹29,240",35% off,4.3,Top Discount of the Sale,879 Ratings & 60 Reviews
797,"ASUS Vivobook Go 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, AMD Ryzen 3 Quad Core 732...","₹30,032",31% off,4.3,Bank Offer,879 Ratings & 60 Reviews
798,Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) SFG14-73...,"₹88,573",13% off,4.1,Upto,167 Ratings & 15 Reviews
799,ASUS Vivobook Pro 15 OLED For Creator AMD Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 11 Home...,"₹66,440",30% off,4.3,Bank Offer,732 Ratings & 66 Reviews
800,Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) TP E14 Gen 5 Thin ...,"₹52,490",44% off,4.1,Bank Offer,132 Ratings & 11 Reviews
801,HP Pavilion 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15-eg2017TU Thin and L...,"₹49,490",14% off,4.3,Upto,220 Ratings & 23 Reviews
802,DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,"₹40,990",27% off,4.3,Top Discount of the Sale,"1,142 Ratings & 80 Reviews"
803,ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5542WS ...,"₹37,579",32% off,4.2,Top Discount of the Sale,623 Ratings & 32 Reviews
804,Apple Apple M3 - (16 GB/256 GB SSD/macOS Sequoia) MC9D4HN/A,"₹1,12,990",16% off,,Top Discount of the Sale,
805,HP Victus AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX 6...,"₹64,999",4% off,4.2,Bank Offer,"1,825 Ratings & 144 Reviews"
806,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...","₹32,990",34% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
807,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...","₹32,990",36% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
808,Apple 2020 Macbook Air Apple M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A,"₹89,900",,4.7,Upto,"17,566 Ratings & 1,361 Reviews"
809,DELL Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 15 M...,"₹81,990",17% off,3.5,Bank Offer,15 Ratings & 3 Reviews
810,HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹74,990",23% off,4.2,Upto,360 Ratings & 13 Reviews
811,Lenovo IdeaPad Slim 5 WUXGA IPS Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 16I...,"₹53,990",35% off,4.2,Top Discount of the Sale,706 Ratings & 59 Reviews
812,MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹47,990",34% off,4.3,Top Discount of the Sale,344 Ratings & 33 Reviews
813,"DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3530,Vostro 3530 RPL Thin...","₹32,990",29% off,4.1,Top Discount of the Sale,355 Ratings & 13 Reviews
814,Apple Apple M3 - (24 GB/512 GB SSD/macOS Sequoia) MC8M4HN/A,"₹1,24,990",19% off,,Top Discount of the Sale,
815,ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X515EA-EJ312W Thin ...,"₹26,499",41% off,4.3,Top Discount of the Sale,"3,441 Ratings & 337 Reviews"
816,Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,"₹35,990",37% off,4.4,Upto,"7,146 Ratings & 709 Reviews"
817,Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,"₹47,690",39% off,4.4,Upto,"12,735 Ratings & 1,018 Reviews"
818,HP 15s Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 15s-FR2006TU Thin and Light L...,"₹35,990",28% off,4.3,Bank Offer,"1,428 Ratings & 145 Reviews"
819,Lenovo IdeaPad Slim 5 Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home) 16IRL8 Thin a...,"₹77,990",35% off,4.2,Upto,166 Ratings & 20 Reviews
820,HP Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 10 Home) 15s-FR2006TU Thin and Light Lapto...,"₹35,890",28% off,4.3,Bank Offer,"1,678 Ratings & 218 Reviews"
821,DELL Inspiron Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Lap...,"₹36,640",40% off,4.1,Top Discount of the Sale,28 Ratings & 1 Reviews
822,ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,"₹29,240",35% off,4.3,Top Discount of the Sale,879 Ratings & 60 Reviews
823,"ASUS Vivobook Go 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, AMD Ryzen 3 Quad Core 732...","₹30,032",31% off,4.3,Bank Offer,879 Ratings & 60 Reviews
824,HP 240R G9 (2025) Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Pro) 240R G9 Thin and Li...,"₹50,638",38% off,,Bank Offer,
825,HP Professional 240 G10 (2025) Intel Core i5 13th Gen 1334U - (32 GB/512 GB SSD/Windows 11 Home) 240 G...,"₹55,600",43% off,,Bank Offer,
826,DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,"₹40,990",27% off,4.3,Top Discount of the Sale,"1,142 Ratings & 80 Reviews"
827,ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5542WS ...,"₹37,579",32% off,4.2,Top Discount of the Sale,623 Ratings & 32 Reviews
828,"ASUS Vivobook 16X For Creator, Intel H-Series Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Window...","₹72,269",38% off,4.1,Bank Offer,166 Ratings & 16 Reviews
829,DELL Inspiron Intel Core i5 11th Gen 11320H - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5518 Thin an...,"₹49,903",45% off,3.9,false,25 Ratings & 5 Reviews
830,Lenovo V SERIES Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,"₹41,690",54% off,4.1,Bank Offer,91 Ratings & 3 Reviews
831,ASUS TUF Gaming F17 with 90Whr Battery Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Ho...,"₹89,899",21% off,4.4,Lowest Price Live,190 Ratings & 30 Reviews
832,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...","₹32,990",34% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
833,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...","₹32,990",36% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
834,DELL G15-5530 Intel Core i7 13th Gen 13650HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"₹99,990",20% off,4.1,Bank Offer,14 Ratings & 0 Reviews
835,HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,"₹57,990",25% off,4.3,Bank Offer,782 Ratings & 56 Reviews
836,MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹47,990",34% off,4.3,Top Discount of the Sale,344 Ratings & 33 Reviews
837,"DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3530,Vostro 3530 RPL Thin...","₹32,990",29% off,4.1,Top Discount of the Sale,355 Ratings & 13 Reviews
838,HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹60,037",25% off,4.3,Bank Offer,782 Ratings & 56 Reviews
839,"ASUS Vivobook Go 15 OLED, with Backlit Keyboard, AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Window...","₹44,985",40% off,4.4,Bank Offer,"2,980 Ratings & 249 Reviews"
840,Lenovo Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home) 83BF0043IN Thin and Light Lapt...,"₹64,990",21% off,4,Bank Offer,4 Ratings & 0 Reviews
841,HP Victus Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,"₹52,990",30% off,4.3,Top Discount of the Sale,"3,078 Ratings & 162 Reviews"
842,"ASUS Vivobook Go 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, AMD Ryzen 3 Quad Core 732...","₹30,032",31% off,4.3,Bank Offer,879 Ratings & 60 Reviews
843,Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,"₹35,990",37% off,4.4,Upto,"7,146 Ratings & 709 Reviews"
844,DELL Inspiron Intel Core i3 11th Gen 1115G4 - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511...,"₹37,999",35% off,4.1,Bank Offer,97 Ratings & 8 Reviews
845,HP 14s Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14s-dq2606tu Thin and Light Laptop,"₹35,890",32% off,4.2,Bank Offer,711 Ratings & 68 Reviews
846,Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,"₹47,690",39% off,4.4,Upto,"12,735 Ratings & 1,018 Reviews"
847,ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,"₹29,240",35% off,4.3,Top Discount of the Sale,879 Ratings & 60 Reviews
848,Acer Aspire 3 Intel Pentium Silver N6000 - (8 GB/256 GB SSD/Windows 11 Home) A314-35 Notebook,"₹22,500",39% off,4.2,Bank Offer,72 Ratings & 7 Reviews
849,MSI AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-427IN Business Lapt...,"₹39,990",42% off,4.5,Upto,42 Ratings & 6 Reviews
850,DELL Latitude 3540 (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Pro) Latitude 354...,"₹34,390",50% off,4.1,Bank Offer,49 Ratings & 3 Reviews
851,Lenovo V14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) V14 ITL G2 Thin and Light ...,"₹41,800",37% off,4.1,Bank Offer,"1,158 Ratings & 81 Reviews"
852,DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,"₹40,990",27% off,4.3,Top Discount of the Sale,"1,142 Ratings & 80 Reviews"
853,ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5542WS ...,"₹37,579",32% off,4.2,Top Discount of the Sale,623 Ratings & 32 Reviews
854,Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) TP E14 Gen 5 Thin ...,"₹53,500",41% off,4.1,Bank Offer,47 Ratings & 5 Reviews
855,MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,"₹94,990",,4.3,Upto,42 Ratings & 1 Reviews
856,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...","₹32,990",34% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
857,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...","₹32,990",36% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
858,Lenovo V 14 (2025) Intel Core i7 12th Gen 1255U - (24 GB/512 GB SSD/Windows 11 Pro) V 14 Thin and Ligh...,"₹54,490",45% off,,Bank Offer,
859,Lenovo THINKPAD E14 GEN 5 - AMD Ryzen 5 7th Gen - 7430U Processor [Base Clock 2.3 GHz / Max Boost Cloc...,"₹52,749",55% off,4.4,Bank Offer,14 Ratings & 2 Reviews
860,Acer Predator Intel Core i7 13th Gen 13700HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,"₹1,46,274",37% off,3,Bank Offer,6 Ratings & 0 Reviews
861,HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2304au Thin and Light Laptop,"₹40,190",16% off,4.4,Top Discount of the Sale,386 Ratings & 30 Reviews
862,MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹47,990",34% off,4.3,Top Discount of the Sale,344 Ratings & 33 Reviews
863,"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...","₹32,990",35% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
864,Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Ligh...,"₹35,990",28% off,4.1,Bank Offer,871 Ratings & 67 Reviews
865,Acer Aspire Lite (2025) AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin ...,"₹41,990",44% off,,Bank Offer,
866,Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,"₹35,990",37% off,4.4,Upto,"7,146 Ratings & 709 Reviews"
867,Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,"₹47,690",39% off,4.4,Upto,"12,735 Ratings & 1,018 Reviews"
868,HP Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-hr0008TU Thin and Light Laptop,"₹54,004",25% off,5,Lowest price since launch,4 Ratings & 0 Reviews
869,MSI Cyborg 15 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹94,990",20% off,4.9,Top Discount of the Sale,7 Ratings & 0 Reviews
870,Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15IAU7 Thin and Ligh...,"₹35,990",28% off,4.5,Bank Offer,6 Ratings & 0 Reviews
871,DELL Latitude 3550 (2025) Intel Core i3 13th Gen 1315U - (24 GB/512 GB SSD/Windows 11 Pro) Latitude 35...,"₹37,990",49% off,,Bank Offer,
872,ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,"₹29,240",35% off,4.3,Top Discount of the Sale,879 Ratings & 60 Reviews
873,DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,"₹40,990",27% off,4.3,Top Discount of the Sale,"1,142 Ratings & 80 Reviews"
874,Lenovo LOQ Intel Core i5 13th Gen 13450HX - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics) 15IRX9D2 ...,"₹90,990",13% off,4.2,Bank Offer,5 Ratings & 1 Reviews
875,"HP 255 G10 AMD Ryzen 3 Octa Core 13th Gen AMD Ryzen™ 3 7320U (up to 4.1 GHz, 4 cores, 8 threads) - (8 ...","₹30,780",26% off,3.8,Bank Offer,180 Ratings & 18 Reviews
876,ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5542WS ...,"₹37,579",32% off,4.2,Top Discount of the Sale,623 Ratings & 32 Reviews
877,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...","₹32,990",34% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
878,ASUS TUF AMD Ryzen 7 Quad Core 3750H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,"₹62,999",19% off,4.4,Upto,668 Ratings & 78 Reviews
879,ASUS Vivobook S 15 OLED Intel EVO H-Series Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 1...,"₹72,990",31% off,4.2,Bank Offer,94 Ratings & 10 Reviews
880,Lenovo V 14 (2025) Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) V14 Thin and Ligh...,"₹45,990",50% off,4,Bank Offer,5 Ratings & 0 Reviews
881,ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0393 C...,"₹17,895",45% off,3.8,Bank Offer,"2,940 Ratings & 256 Reviews"
882,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...","₹32,990",36% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
883,MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹47,990",34% off,4.3,Top Discount of the Sale,344 Ratings & 33 Reviews
884,DELL Intel Core i3 13th Gen 5000 Series - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 14 5440 Laptop,"₹32,790",42% off,3.9,Bank Offer,19 Ratings & 0 Reviews
885,PiBook PhysicsWallah MediaTek MT8788 - (6 GB/128 GB EMMC Storage/Android 11) PW-2401 Laptop,"₹13,498",46% off,,Top Discount of the Sale,
886,"DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3530,Vostro 3530 RPL Thin...","₹32,990",29% off,4.1,Top Discount of the Sale,355 Ratings & 13 Reviews
887,"ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...","₹32,990",35% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
888,"ASUS Zenbook A14 OLED (2025), MSO 2024 + M365 Basic, Metal Body, Backlit Keyboard, Qualcomm Snapdragon...","₹80,990",34% off,4.2,Bank Offer,11 Ratings & 1 Reviews
889,HP Victus gaming AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Rade...,"₹45,990",27% off,4.2,Bank Offer,"1,825 Ratings & 144 Reviews"
890,HP Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated intel hd) 14-ek1074TU 2...,"₹71,076",21% off,4.3,Bank Offer,93 Ratings & 4 Reviews
891,HP Pavilion Plus MSO 2024 Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 14-ew1112TU Thi...,"₹79,990",29% off,,Bank Offer,
892,Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,"₹35,990",37% off,4.4,Upto,"7,146 Ratings & 709 Reviews"
893,Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,"₹47,690",39% off,4.4,Upto,"12,735 Ratings & 1,018 Reviews"
894,Acer Aspire 15 Metal Body (i5 14th Gen) Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) A15-51M...,"₹54,999",26% off,4.1,Bank Offer,32 Ratings & 5 Reviews
895,HP AMD Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 ...,"₹58,490",30% off,3.4,Bank Offer,16 Ratings & 0 Reviews
896,ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,"₹29,240",35% off,4.3,Top Discount of the Sale,879 Ratings & 60 Reviews
897,"ASUS Vivobook Go 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, AMD Ryzen 3 Quad Core 732...","₹30,032",31% off,4.3,Bank Offer,879 Ratings & 60 Reviews
898,HP Professional 15 (2025) Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15 G10 Thi...,"₹50,739",48% off,3.6,Bank Offer,5 Ratings & 0 Reviews
899,Samsung Galaxy Book4 Pro Evo AI PC Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home) NP940XGK...,"₹1,55,999",21% off,4,Top Discount of the Sale,25 Ratings & 2 Reviews
900,Lenovo V15 G2 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) V15 ITL G2 Laptop,"₹31,490",42% off,4.2,Bank Offer,406 Ratings & 24 Reviews
901,Apple Apple M3 - (24 GB/512 GB SSD/macOS Sequoia) MC8Q4HN/A,"₹1,24,990",19% off,,Top Discount of the Sale,
902,DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,"₹40,990",27% off,4.3,Top Discount of the Sale,"1,142 Ratings & 80 Reviews"
903,ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5542WS ...,"₹37,579",32% off,4.2,Top Discount of the Sale,623 Ratings & 32 Reviews
904,ASUS Chromebook Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-EJ0275 C...,"₹25,199",23% off,3.7,Lowest Price Live,177 Ratings & 23 Reviews
905,"ASUS Vivobook 16X (2025) for Creator with Office 2024 + M365 Basic, Intel Core i5 12th Gen 12500H - (1...","₹57,990",25% off,4.1,Bank Offer,820 Ratings & 80 Reviews
906,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...","₹32,990",34% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
907,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...","₹32,990",36% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
908,ASUS ROG Strix G16 (2025) AI PC with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (32 GB/1 TB ...,"₹2,59,990",5% off,4.8,Upto,12 Ratings & 0 Reviews
909,ASUS Chromebook CX15 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1505CKA-S70...,"₹14,499",27% off,,Top Discount of the Sale,
910,Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and...,"₹34,011",50% off,4.1,Bank Offer,871 Ratings & 67 Reviews
911,ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (16 GB/1 TB SSD/Wi...,"₹1,89,990",16% off,4.8,Upto,12 Ratings & 0 Reviews
912,Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,"₹35,990",37% off,4.4,Upto,"7,146 Ratings & 709 Reviews"
913,Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,"₹47,690",39% off,4.4,Upto,"12,735 Ratings & 1,018 Reviews"
914,MSI Commercial 14 H Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home) Commercial 14 H A...,"₹74,990",31% off,4,Top Discount of the Sale,6 Ratings & 1 Reviews
915,DELL Intel Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop,"₹32,990",40% off,4.2,Bank Offer,267 Ratings & 24 Reviews
916,ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,"₹29,240",35% off,4.3,Top Discount of the Sale,879 Ratings & 60 Reviews
917,DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,"₹40,990",27% off,4.3,Top Discount of the Sale,"1,142 Ratings & 80 Reviews"
918,ASUS TUF Gaming F15 with 90WHr Battery Intel H-Series Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/...,"₹92,890",40% off,4.3,Bank Offer,211 Ratings & 30 Reviews
919,MSI Cyborg 15 AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹84,990",24% off,4.7,Top Discount of the Sale,7 Ratings & 0 Reviews
920,DELL Intel Core i3 10th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) INSPIRON 3501 Laptop,"₹39,999",25% off,,Top Discount of the Sale,
921,Avita PURA AMD APU Dual Core A6 - (4 GB/128 GB SSD/Windows 10 Home) NS14A6ING431-IBB Thin and Light La...,"₹17,990",35% off,3.6,Lowest Price Live,"1,666 Ratings & 230 Reviews"
922,ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5542WS ...,"₹37,579",32% off,4.2,Top Discount of the Sale,623 Ratings & 32 Reviews
923,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i3 13th Gen 1315U...","₹32,990",34% off,4.3,Top Discount of the Sale,"1,855 Ratings & 121 Reviews"
924,ASUS Vivobook S14 OLED Intel EVO H-Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11...,"₹86,129",12% off,4.4,Bank Offer,"4,733 Ratings & 443 Reviews"
925,Samsung Galaxy Book4 Pro Evo AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) NP960X...,"₹1,19,032",27% off,4.3,Top Discount of the Sale,59 Ratings & 4 Reviews
